date,holiday,weekday,weekend
20090101,1,4,0
20090102,1,5,0
20090103,1,6,1
20090104,0,7,0
20090105,0,1,0
20090106,0,2,0
20090107,0,3,0
20090108,0,4,0
20090109,0,5,0
20090110,0,6,1
20090111,0,7,1
20090112,0,1,0
20090113,0,2,0
20090114,0,3,0
20090115,0,4,0
20090116,0,5,0
20090117,0,6,1
20090118,0,7,1
20090119,0,1,0
20090120,0,2,0
20090121,0,3,0
20090122,0,4,0
20090123,0,5,0
20090124,0,6,0
20090125,1,7,1
20090126,1,1,0
20090127,1,2,0
20090128,1,3,0
20090129,1,4,0
20090130,1,5,0
20090131,1,6,1
20090201,0,7,0
20090202,0,1,0
20090203,0,2,0
20090204,0,3,0
20090205,0,4,0
20090206,0,5,0
20090207,0,6,1
20090208,0,7,1
20090209,0,1,0
20090210,0,2,0
20090211,0,3,0
20090212,0,4,0
20090213,0,5,0
20090214,0,6,1
20090215,0,7,1
20090216,0,1,0
20090217,0,2,0
20090218,0,3,0
20090219,0,4,0
20090220,0,5,0
20090221,0,6,1
20090222,0,7,1
20090223,0,1,0
20090224,0,2,0
20090225,0,3,0
20090226,0,4,0
20090227,0,5,0
20090228,0,6,1
20090301,0,7,1
20090302,0,1,0
20090303,0,2,0
20090304,0,3,0
20090305,0,4,0
20090306,0,5,0
20090307,0,6,1
20090308,0,7,1
20090309,0,1,0
20090310,0,2,0
20090311,0,3,0
20090312,0,4,0
20090313,0,5,0
20090314,0,6,1
20090315,0,7,1
20090316,0,1,0
20090317,0,2,0
20090318,0,3,0
20090319,0,4,0
20090320,0,5,0
20090321,0,6,1
20090322,0,7,1
20090323,0,1,0
20090324,0,2,0
20090325,0,3,0
20090326,0,4,0
20090327,0,5,0
20090328,0,6,1
20090329,0,7,1
20090330,0,1,0
20090331,0,2,0
20090401,0,3,0
20090402,0,4,0
20090403,0,5,0
20090404,1,6,1
20090405,1,7,1
20090406,1,1,0
20090407,0,2,0
20090408,0,3,0
20090409,0,4,0
20090410,0,5,0
20090411,0,6,1
20090412,0,7,1
20090413,0,1,0
20090414,0,2,0
20090415,0,3,0
20090416,0,4,0
20090417,0,5,0
20090418,0,6,1
20090419,0,7,1
20090420,0,1,0
20090421,0,2,0
20090422,0,3,0
20090423,0,4,0
20090424,0,5,0
20090425,0,6,1
20090426,0,7,1
20090427,0,1,0
20090428,0,2,0
20090429,0,3,0
20090430,0,4,0
20090501,1,5,0
20090502,1,6,1
20090503,1,7,1
20090504,0,1,0
20090505,0,2,0
20090506,0,3,0
20090507,0,4,0
20090508,0,5,0
20090509,0,6,1
20090510,0,7,1
20090511,0,1,0
20090512,0,2,0
20090513,0,3,0
20090514,0,4,0
20090515,0,5,0
20090516,0,6,1
20090517,0,7,1
20090518,0,1,0
20090519,0,2,0
20090520,0,3,0
20090521,0,4,0
20090522,0,5,0
20090523,0,6,1
20090524,0,7,1
20090525,0,1,0
20090526,0,2,0
20090527,0,3,0
20090528,1,4,0
20090529,1,5,0
20090530,1,6,1
20090531,0,7,0
20090601,0,1,0
20090602,0,2,0
20090603,0,3,0
20090604,0,4,0
20090605,0,5,0
20090606,0,6,1
20090607,0,7,1
20090608,0,1,0
20090609,0,2,0
20090610,0,3,0
20090611,0,4,0
20090612,0,5,0
20090613,0,6,1
20090614,0,7,1
20090615,0,1,0
20090616,0,2,0
20090617,0,3,0
20090618,0,4,0
20090619,0,5,0
20090620,0,6,1
20090621,0,7,1
20090622,0,1,0
20090623,0,2,0
20090624,0,3,0
20090625,0,4,0
20090626,0,5,0
20090627,0,6,1
20090628,0,7,1
20090629,0,1,0
20090630,0,2,0
20090701,0,3,0
20090702,0,4,0
20090703,0,5,0
20090704,0,6,1
20090705,0,7,1
20090706,0,1,0
20090707,0,2,0
20090708,0,3,0
20090709,0,4,0
20090710,0,5,0
20090711,0,6,1
20090712,0,7,1
20090713,0,1,0
20090714,0,2,0
20090715,0,3,0
20090716,0,4,0
20090717,0,5,0
20090718,0,6,1
20090719,0,7,1
20090720,0,1,0
20090721,0,2,0
20090722,0,3,0
20090723,0,4,0
20090724,0,5,0
20090725,0,6,1
20090726,0,7,1
20090727,0,1,0
20090728,0,2,0
20090729,0,3,0
20090730,0,4,0
20090731,0,5,0
20090801,0,6,1
20090802,0,7,1
20090803,0,1,0
20090804,0,2,0
20090805,0,3,0
20090806,0,4,0
20090807,0,5,0
20090808,0,6,1
20090809,0,7,1
20090810,0,1,0
20090811,0,2,0
20090812,0,3,0
20090813,0,4,0
20090814,0,5,0
20090815,0,6,1
20090816,0,7,1
20090817,0,1,0
20090818,0,2,0
20090819,0,3,0
20090820,0,4,0
20090821,0,5,0
20090822,0,6,1
20090823,0,7,1
20090824,0,1,0
20090825,0,2,0
20090826,0,3,0
20090827,0,4,0
20090828,0,5,0
20090829,0,6,1
20090830,0,7,1
20090831,0,1,0
20090901,0,2,0
20090902,0,3,0
20090903,0,4,0
20090904,0,5,0
20090905,0,6,1
20090906,0,7,1
20090907,0,1,0
20090908,0,2,0
20090909,0,3,0
20090910,0,4,0
20090911,0,5,0
20090912,0,6,1
20090913,0,7,1
20090914,0,1,0
20090915,0,2,0
20090916,0,3,0
20090917,0,4,0
20090918,0,5,0
20090919,0,6,1
20090920,0,7,1
20090921,0,1,0
20090922,0,2,0
20090923,0,3,0
20090924,0,4,0
20090925,0,5,0
20090926,0,6,1
20090927,0,7,0
20090928,0,1,0
20090929,0,2,0
20090930,0,3,0
20091001,1,4,0
20091002,1,5,0
20091003,1,6,1
20091004,1,7,1
20091005,1,1,0
20091006,1,2,0
20091007,1,3,0
20091008,1,4,0
20091009,0,5,0
20091010,0,6,0
20091011,0,7,1
20091012,0,1,0
20091013,0,2,0
20091014,0,3,0
20091015,0,4,0
20091016,0,5,0
20091017,0,6,1
20091018,0,7,1
20091019,0,1,0
20091020,0,2,0
20091021,0,3,0
20091022,0,4,0
20091023,0,5,0
20091024,0,6,1
20091025,0,7,1
20091026,0,1,0
20091027,0,2,0
20091028,0,3,0
20091029,0,4,0
20091030,0,5,0
20091031,0,6,1
20091101,0,7,1
20091102,0,1,0
20091103,0,2,0
20091104,0,3,0
20091105,0,4,0
20091106,0,5,0
20091107,0,6,1
20091108,0,7,1
20091109,0,1,0
20091110,0,2,0
20091111,0,3,0
20091112,0,4,0
20091113,0,5,0
20091114,0,6,1
20091115,0,7,1
20091116,0,1,0
20091117,0,2,0
20091118,0,3,0
20091119,0,4,0
20091120,0,5,0
20091121,0,6,1
20091122,0,7,1
20091123,0,1,0
20091124,0,2,0
20091125,0,3,0
20091126,0,4,0
20091127,0,5,0
20091128,0,6,1
20091129,0,7,1
20091130,0,1,0
20091201,0,2,0
20091202,0,3,0
20091203,0,4,0
20091204,0,5,0
20091205,0,6,1
20091206,0,7,1
20091207,0,1,0
20091208,0,2,0
20091209,0,3,0
20091210,0,4,0
20091211,0,5,0
20091212,0,6,1
20091213,0,7,1
20091214,0,1,0
20091215,0,2,0
20091216,0,3,0
20091217,0,4,0
20091218,0,5,0
20091219,0,6,1
20091220,0,7,1
20091221,0,1,0
20091222,0,2,0
20091223,0,3,0
20091224,0,4,0
20091225,0,5,0
20091226,0,6,1
20091227,0,7,1
20091228,0,1,0
20091229,0,2,0
20091230,0,3,0
20091231,0,4,0
20100101,1,5,0
20100102,1,6,1
20100103,1,7,1
20100104,0,1,0
20100105,0,2,0
20100106,0,3,0
20100107,0,4,0
20100108,0,5,0
20100109,0,6,1
20100110,0,7,1
20100111,0,1,0
20100112,0,2,0
20100113,0,3,0
20100114,0,4,0
20100115,0,5,0
20100116,0,6,1
20100117,0,7,1
20100118,0,1,0
20100119,0,2,0
20100120,0,3,0
20100121,0,4,0
20100122,0,5,0
20100123,0,6,1
20100124,0,7,1
20100125,0,1,0
20100126,0,2,0
20100127,0,3,0
20100128,0,4,0
20100129,0,5,0
20100130,0,6,1
20100131,0,7,1
20100201,0,1,0
20100202,0,2,0
20100203,0,3,0
20100204,0,4,0
20100205,0,5,0
20100206,0,6,1
20100207,0,7,1
20100208,0,1,0
20100209,0,2,0
20100210,0,3,0
20100211,0,4,0
20100212,0,5,0
20100213,1,6,1
20100214,1,7,1
20100215,1,1,0
20100216,1,2,0
20100217,1,3,0
20100218,1,4,0
20100219,1,5,0
20100220,0,6,0
20100221,0,7,0
20100222,0,1,0
20100223,0,2,0
20100224,0,3,0
20100225,0,4,0
20100226,0,5,0
20100227,0,6,1
20100228,0,7,1
20100301,0,1,0
20100302,0,2,0
20100303,0,3,0
20100304,0,4,0
20100305,0,5,0
20100306,0,6,1
20100307,0,7,1
20100308,0,1,0
20100309,0,2,0
20100310,0,3,0
20100311,0,4,0
20100312,0,5,0
20100313,0,6,1
20100314,0,7,1
20100315,0,1,0
20100316,0,2,0
20100317,0,3,0
20100318,0,4,0
20100319,0,5,0
20100320,0,6,1
20100321,0,7,1
20100322,0,1,0
20100323,0,2,0
20100324,0,3,0
20100325,0,4,0
20100326,0,5,0
20100327,0,6,1
20100328,0,7,1
20100329,0,1,0
20100330,0,2,0
20100331,0,3,0
20100401,0,4,0
20100402,0,5,0
20100403,1,6,1
20100404,1,7,1
20100405,1,1,0
20100406,0,2,0
20100407,0,3,0
20100408,0,4,0
20100409,0,5,0
20100410,0,6,1
20100411,0,7,1
20100412,0,1,0
20100413,0,2,0
20100414,0,3,0
20100415,0,4,0
20100416,0,5,0
20100417,0,6,1
20100418,0,7,1
20100419,0,1,0
20100420,0,2,0
20100421,0,3,0
20100422,0,4,0
20100423,0,5,0
20100424,0,6,1
20100425,0,7,1
20100426,0,1,0
20100427,0,2,0
20100428,0,3,0
20100429,0,4,0
20100430,0,5,0
20100501,1,6,1
20100502,1,7,1
20100503,1,1,0
20100504,0,2,0
20100505,0,3,0
20100506,0,4,0
20100507,0,5,0
20100508,0,6,1
20100509,0,7,1
20100510,0,1,0
20100511,0,2,0
20100512,0,3,0
20100513,0,4,0
20100514,0,5,0
20100515,0,6,1
20100516,0,7,1
20100517,0,1,0
20100518,0,2,0
20100519,0,3,0
20100520,0,4,0
20100521,0,5,0
20100522,0,6,1
20100523,0,7,1
20100524,0,1,0
20100525,0,2,0
20100526,0,3,0
20100527,0,4,0
20100528,0,5,0
20100529,0,6,1
20100530,0,7,1
20100531,0,1,0
20100601,0,2,0
20100602,0,3,0
20100603,0,4,0
20100604,0,5,0
20100605,0,6,1
20100606,0,7,1
20100607,0,1,0
20100608,0,2,0
20100609,0,3,0
20100610,0,4,0
20100611,0,5,0
20100612,0,6,0
20100613,0,7,0
20100614,1,1,0
20100615,1,2,0
20100616,1,3,0
20100617,0,4,0
20100618,0,5,0
20100619,0,6,1
20100620,0,7,1
20100621,0,1,0
20100622,0,2,0
20100623,0,3,0
20100624,0,4,0
20100625,0,5,0
20100626,0,6,1
20100627,0,7,1
20100628,0,1,0
20100629,0,2,0
20100630,0,3,0
20100701,0,4,0
20100702,0,5,0
20100703,0,6,1
20100704,0,7,1
20100705,0,1,0
20100706,0,2,0
20100707,0,3,0
20100708,0,4,0
20100709,0,5,0
20100710,0,6,1
20100711,0,7,1
20100712,0,1,0
20100713,0,2,0
20100714,0,3,0
20100715,0,4,0
20100716,0,5,0
20100717,0,6,1
20100718,0,7,1
20100719,0,1,0
20100720,0,2,0
20100721,0,3,0
20100722,0,4,0
20100723,0,5,0
20100724,0,6,1
20100725,0,7,1
20100726,0,1,0
20100727,0,2,0
20100728,0,3,0
20100729,0,4,0
20100730,0,5,0
20100731,0,6,1
20100801,0,7,1
20100802,0,1,0
20100803,0,2,0
20100804,0,3,0
20100805,0,4,0
20100806,0,5,0
20100807,0,6,1
20100808,0,7,1
20100809,0,1,0
20100810,0,2,0
20100811,0,3,0
20100812,0,4,0
20100813,0,5,0
20100814,0,6,1
20100815,0,7,1
20100816,0,1,0
20100817,0,2,0
20100818,0,3,0
20100819,0,4,0
20100820,0,5,0
20100821,0,6,1
20100822,0,7,1
20100823,0,1,0
20100824,0,2,0
20100825,0,3,0
20100826,0,4,0
20100827,0,5,0
20100828,0,6,1
20100829,0,7,1
20100830,0,1,0
20100831,0,2,0
20100901,0,3,0
20100902,0,4,0
20100903,0,5,0
20100904,0,6,1
20100905,0,7,1
20100906,0,1,0
20100907,0,2,0
20100908,0,3,0
20100909,0,4,0
20100910,0,5,0
20100911,0,6,1
20100912,0,7,1
20100913,0,1,0
20100914,0,2,0
20100915,0,3,0
20100916,0,4,0
20100917,0,5,0
20100918,0,6,1
20100919,0,7,0
20100920,0,1,0
20100921,0,2,0
20100922,1,3,0
20100923,1,4,0
20100924,1,5,0
20100925,0,6,0
20100926,0,7,0
20100927,0,1,0
20100928,0,2,0
20100929,0,3,0
20100930,0,4,0
20101001,1,5,0
20101002,1,6,1
20101003,1,7,1
20101004,1,1,0
20101005,1,2,0
20101006,1,3,0
20101007,1,4,0
20101008,0,5,0
20101009,0,6,0
20101010,0,7,1
20101011,0,1,0
20101012,0,2,0
20101013,0,3,0
20101014,0,4,0
20101015,0,5,0
20101016,0,6,1
20101017,0,7,1
20101018,0,1,0
20101019,0,2,0
20101020,0,3,0
20101021,0,4,0
20101022,0,5,0
20101023,0,6,1
20101024,0,7,1
20101025,0,1,0
20101026,0,2,0
20101027,0,3,0
20101028,0,4,0
20101029,0,5,0
20101030,0,6,1
20101031,0,7,1
20101101,0,1,0
20101102,0,2,0
20101103,0,3,0
20101104,0,4,0
20101105,0,5,0
20101106,0,6,1
20101107,0,7,1
20101108,0,1,0
20101109,0,2,0
20101110,0,3,0
20101111,0,4,0
20101112,0,5,0
20101113,0,6,1
20101114,0,7,1
20101115,0,1,0
20101116,0,2,0
20101117,0,3,0
20101118,0,4,0
20101119,0,5,0
20101120,0,6,1
20101121,0,7,1
20101122,0,1,0
20101123,0,2,0
20101124,0,3,0
20101125,0,4,0
20101126,0,5,0
20101127,0,6,1
20101128,0,7,1
20101129,0,1,0
20101130,0,2,0
20101201,0,3,0
20101202,0,4,0
20101203,0,5,0
20101204,0,6,1
20101205,0,7,1
20101206,0,1,0
20101207,0,2,0
20101208,0,3,0
20101209,0,4,0
20101210,0,5,0
20101211,0,6,1
20101212,0,7,1
20101213,0,1,0
20101214,0,2,0
20101215,0,3,0
20101216,0,4,0
20101217,0,5,0
20101218,0,6,1
20101219,0,7,1
20101220,0,1,0
20101221,0,2,0
20101222,0,3,0
20101223,0,4,0
20101224,0,5,0
20101225,0,6,1
20101226,0,7,1
20101227,0,1,0
20101228,0,2,0
20101229,0,3,0
20101230,0,4,0
20101231,0,5,0
20110101,1,6,1
20110102,1,7,1
20110103,1,1,0
20110104,0,2,0
20110105,0,3,0
20110106,0,4,0
20110107,0,5,0
20110108,0,6,1
20110109,0,7,1
20110110,0,1,0
20110111,0,2,0
20110112,0,3,0
20110113,0,4,0
20110114,0,5,0
20110115,0,6,1
20110116,0,7,1
20110117,0,1,0
20110118,0,2,0
20110119,0,3,0
20110120,0,4,0
20110121,0,5,0
20110122,0,6,1
20110123,0,7,1
20110124,0,1,0
20110125,0,2,0
20110126,0,3,0
20110127,0,4,0
20110128,0,5,0
20110129,0,6,1
20110130,0,7,0
20110131,0,1,0
20110201,0,2,0
20110202,1,3,0
20110203,1,4,0
20110204,1,5,0
20110205,1,6,1
20110206,1,7,1
20110207,1,1,0
20110208,1,2,0
20110209,0,3,0
20110210,0,4,0
20110211,0,5,0
20110212,0,6,0
20110213,0,7,1
20110214,0,1,0
20110215,0,2,0
20110216,0,3,0
20110217,0,4,0
20110218,0,5,0
20110219,0,6,1
20110220,0,7,1
20110221,0,1,0
20110222,0,2,0
20110223,0,3,0
20110224,0,4,0
20110225,0,5,0
20110226,0,6,1
20110227,0,7,1
20110228,0,1,0
20110301,0,2,0
20110302,0,3,0
20110303,0,4,0
20110304,0,5,0
20110305,0,6,1
20110306,0,7,1
20110307,0,1,0
20110308,0,2,0
20110309,0,3,0
20110310,0,4,0
20110311,0,5,0
20110312,0,6,1
20110313,0,7,1
20110314,0,1,0
20110315,0,2,0
20110316,0,3,0
20110317,0,4,0
20110318,0,5,0
20110319,0,6,1
20110320,0,7,1
20110321,0,1,0
20110322,0,2,0
20110323,0,3,0
20110324,0,4,0
20110325,0,5,0
20110326,0,6,1
20110327,0,7,1
20110328,0,1,0
20110329,0,2,0
20110330,0,3,0
20110331,0,4,0
20110401,0,5,0
20110402,0,6,0
20110403,1,7,1
20110404,1,1,0
20110405,1,2,0
20110406,0,3,0
20110407,0,4,0
20110408,0,5,0
20110409,0,6,1
20110410,0,7,1
20110411,0,1,0
20110412,0,2,0
20110413,0,3,0
20110414,0,4,0
20110415,0,5,0
20110416,0,6,1
20110417,0,7,1
20110418,0,1,0
20110419,0,2,0
20110420,0,3,0
20110421,0,4,0
20110422,0,5,0
20110423,0,6,1
20110424,0,7,1
20110425,0,1,0
20110426,0,2,0
20110427,0,3,0
20110428,0,4,0
20110429,0,5,0
20110430,1,6,1
20110501,1,7,1
20110502,1,1,0
20110503,0,2,0
20110504,0,3,0
20110505,0,4,0
20110506,0,5,0
20110507,0,6,1
20110508,0,7,1
20110509,0,1,0
20110510,0,2,0
20110511,0,3,0
20110512,0,4,0
20110513,0,5,0
20110514,0,6,1
20110515,0,7,1
20110516,0,1,0
20110517,0,2,0
20110518,0,3,0
20110519,0,4,0
20110520,0,5,0
20110521,0,6,1
20110522,0,7,1
20110523,0,1,0
20110524,0,2,0
20110525,0,3,0
20110526,0,4,0
20110527,0,5,0
20110528,0,6,1
20110529,0,7,1
20110530,0,1,0
20110531,0,2,0
20110601,0,3,0
20110602,0,4,0
20110603,0,5,0
20110604,1,6,1
20110605,1,7,1
20110606,1,1,0
20110607,0,2,0
20110608,0,3,0
20110609,0,4,0
20110610,0,5,0
20110611,0,6,1
20110612,0,7,1
20110613,0,1,0
20110614,0,2,0
20110615,0,3,0
20110616,0,4,0
20110617,0,5,0
20110618,0,6,1
20110619,0,7,1
20110620,0,1,0
20110621,0,2,0
20110622,0,3,0
20110623,0,4,0
20110624,0,5,0
20110625,0,6,1
20110626,0,7,1
20110627,0,1,0
20110628,0,2,0
20110629,0,3,0
20110630,0,4,0
20110701,0,5,0
20110702,0,6,1
20110703,0,7,1
20110704,0,1,0
20110705,0,2,0
20110706,0,3,0
20110707,0,4,0
20110708,0,5,0
20110709,0,6,1
20110710,0,7,1
20110711,0,1,0
20110712,0,2,0
20110713,0,3,0
20110714,0,4,0
20110715,0,5,0
20110716,0,6,1
20110717,0,7,1
20110718,0,1,0
20110719,0,2,0
20110720,0,3,0
20110721,0,4,0
20110722,0,5,0
20110723,0,6,1
20110724,0,7,1
20110725,0,1,0
20110726,0,2,0
20110727,0,3,0
20110728,0,4,0
20110729,0,5,0
20110730,0,6,1
20110731,0,7,1
20110801,0,1,0
20110802,0,2,0
20110803,0,3,0
20110804,0,4,0
20110805,0,5,0
20110806,0,6,1
20110807,0,7,1
20110808,0,1,0
20110809,0,2,0
20110810,0,3,0
20110811,0,4,0
20110812,0,5,0
20110813,0,6,1
20110814,0,7,1
20110815,0,1,0
20110816,0,2,0
20110817,0,3,0
20110818,0,4,0
20110819,0,5,0
20110820,0,6,1
20110821,0,7,1
20110822,0,1,0
20110823,0,2,0
20110824,0,3,0
20110825,0,4,0
20110826,0,5,0
20110827,0,6,1
20110828,0,7,1
20110829,0,1,0
20110830,0,2,0
