date,holiday,weekday,weekend
20110831,0,3,0
20110901,0,4,0
20110902,0,5,0
20110903,0,6,1
20110904,0,7,1
20110905,0,1,0
20110906,0,2,0
20110907,0,3,0
20110908,0,4,0
20110909,0,5,0
20110910,1,6,1
20110911,1,7,1
20110912,1,1,0
20110913,0,2,0
20110914,0,3,0
20110915,0,4,0
20110916,0,5,0
20110917,0,6,1
20110918,0,7,1
20110919,0,1,0
20110920,0,2,0
20110921,0,3,0
20110922,0,4,0
20110923,0,5,0
20110924,0,6,1
20110925,0,7,1
20110926,0,1,0
20110927,0,2,0
20110928,0,3,0
20110929,0,4,0
20110930,0,5,0
20111001,1,6,1
20111002,1,7,1
20111003,1,1,0
20111004,1,2,0
20111005,1,3,0
20111006,1,4,0
20111007,1,5,0
20111008,0,6,0
20111009,0,7,0
20111010,0,1,0
20111011,0,2,0
20111012,0,3,0
20111013,0,4,0
20111014,0,5,0
20111015,0,6,1
20111016,0,7,1
20111017,0,1,0
20111018,0,2,0
20111019,0,3,0
20111020,0,4,0
20111021,0,5,0
20111022,0,6,1
20111023,0,7,1
20111024,0,1,0
20111025,0,2,0
20111026,0,3,0
20111027,0,4,0
20111028,0,5,0
20111029,0,6,1
20111030,0,7,1
20111031,0,1,0
20111101,0,2,0
20111102,0,3,0
20111103,0,4,0
20111104,0,5,0
20111105,0,6,1
20111106,0,7,1
20111107,0,1,0
20111108,0,2,0
20111109,0,3,0
20111110,0,4,0
20111111,0,5,0
20111112,0,6,1
20111113,0,7,1
20111114,0,1,0
20111115,0,2,0
20111116,0,3,0
20111117,0,4,0
20111118,0,5,0
20111119,0,6,1
20111120,0,7,1
20111121,0,1,0
20111122,0,2,0
20111123,0,3,0
20111124,0,4,0
20111125,0,5,0
20111126,0,6,1
20111127,0,7,1
20111128,0,1,0
20111129,0,2,0
20111130,0,3,0
20111201,0,4,0
20111202,0,5,0
20111203,0,6,1
20111204,0,7,1
20111205,0,1,0
20111206,0,2,0
20111207,0,3,0
20111208,0,4,0
20111209,0,5,0
20111210,0,6,1
20111211,0,7,1
20111212,0,1,0
20111213,0,2,0
20111214,0,3,0
20111215,0,4,0
20111216,0,5,0
20111217,0,6,1
20111218,0,7,1
20111219,0,1,0
20111220,0,2,0
20111221,0,3,0
20111222,0,4,0
20111223,0,5,0
20111224,0,6,1
20111225,0,7,1
20111226,0,1,0
20111227,0,2,0
20111228,0,3,0
20111229,0,4,0
20111230,0,5,0
20111231,0,6,0
20120101,1,7,1
20120102,1,1,0
20120103,1,2,0
20120104,0,3,0
20120105,0,4,0
20120106,0,5,0
20120107,0,6,1
20120108,0,7,1
20120109,0,1,0
20120110,0,2,0
20120111,0,3,0
20120112,0,4,0
20120113,0,5,0
20120114,0,6,1
20120115,0,7,1
20120116,0,1,0
20120117,0,2,0
20120118,0,3,0
20120119,0,4,0
20120120,0,5,0
20120121,0,6,0
20120122,1,7,1
20120123,1,1,0
20120124,1,2,0
20120125,1,3,0
20120126,1,4,0
20120127,1,5,0
20120128,1,6,1
20120129,0,7,0
20120130,0,1,0
20120131,0,2,0
20120201,0,3,0
20120202,0,4,0
20120203,0,5,0
20120204,0,6,1
20120205,0,7,1
20120206,0,1,0
20120207,0,2,0
20120208,0,3,0
20120209,0,4,0
20120210,0,5,0
20120211,0,6,1
20120212,0,7,1
20120213,0,1,0
20120214,0,2,0
20120215,0,3,0
20120216,0,4,0
20120217,0,5,0
20120218,0,6,1
20120219,0,7,1
20120220,0,1,0
20120221,0,2,0
20120222,0,3,0
20120223,0,4,0
20120224,0,5,0
20120225,0,6,1
20120226,0,7,1
20120227,0,1,0
20120228,0,2,0
20120229,0,3,0
20120301,0,4,0
20120302,0,5,0
20120303,0,6,1
20120304,0,7,1
20120305,0,1,0
20120306,0,2,0
20120307,0,3,0
20120308,0,4,0
20120309,0,5,0
20120310,0,6,1
20120311,0,7,1
20120312,0,1,0
20120313,0,2,0
20120314,0,3,0
20120315,0,4,0
20120316,0,5,0
20120317,0,6,1
20120318,0,7,1
20120319,0,1,0
20120320,0,2,0
20120321,0,3,0
20120322,0,4,0
20120323,0,5,0
20120324,0,6,1
20120325,0,7,1
20120326,0,1,0
20120327,0,2,0
20120328,0,3,0
20120329,0,4,0
20120330,0,5,0
20120331,0,6,0
20120401,0,7,0
20120402,1,1,0
20120403,1,2,0
20120404,1,3,0
20120405,0,4,0
20120406,0,5,0
20120407,0,6,1
20120408,0,7,1
20120409,0,1,0
20120410,0,2,0
20120411,0,3,0
20120412,0,4,0
20120413,0,5,0
20120414,0,6,1
20120415,0,7,1
20120416,0,1,0
20120417,0,2,0
20120418,0,3,0
20120419,0,4,0
20120420,0,5,0
20120421,0,6,1
20120422,0,7,1
20120423,0,1,0
20120424,0,2,0
20120425,0,3,0
20120426,0,4,0
20120427,0,5,0
20120428,0,6,0
20120429,1,7,1
20120430,1,1,0
20120501,1,2,0
20120502,0,3,0
20120503,0,4,0
20120504,0,5,0
20120505,0,6,1
20120506,0,7,1
20120507,0,1,0
20120508,0,2,0
20120509,0,3,0
20120510,0,4,0
20120511,0,5,0
20120512,0,6,1
20120513,0,7,1
20120514,0,1,0
20120515,0,2,0
20120516,0,3,0
20120517,0,4,0
20120518,0,5,0
20120519,0,6,1
20120520,0,7,1
20120521,0,1,0
20120522,0,2,0
20120523,0,3,0
20120524,0,4,0
20120525,0,5,0
20120526,0,6,1
20120527,0,7,1
20120528,0,1,0
20120529,0,2,0
20120530,0,3,0
20120531,0,4,0
20120601,0,5,0
20120602,0,6,1
20120603,0,7,1
20120604,0,1,0
20120605,0,2,0
20120606,0,3,0
20120607,0,4,0
20120608,0,5,0
20120609,0,6,1
20120610,0,7,1
20120611,0,1,0
20120612,0,2,0
20120613,0,3,0
20120614,0,4,0
20120615,0,5,0
20120616,0,6,1
20120617,0,7,1
20120618,0,1,0
20120619,0,2,0
20120620,0,3,0
20120621,0,4,0
20120622,1,5,0
20120623,1,6,1
20120624,1,7,1
20120625,0,1,0
20120626,0,2,0
20120627,0,3,0
20120628,0,4,0
20120629,0,5,0
20120630,0,6,1
20120701,0,7,1
20120702,0,1,0
20120703,0,2,0
20120704,0,3,0
20120705,0,4,0
20120706,0,5,0
20120707,0,6,1
20120708,0,7,1
20120709,0,1,0
20120710,0,2,0
20120711,0,3,0
20120712,0,4,0
20120713,0,5,0
20120714,0,6,1
20120715,0,7,1
20120716,0,1,0
20120717,0,2,0
20120718,0,3,0
20120719,0,4,0
20120720,0,5,0
20120721,0,6,1
20120722,0,7,1
20120723,0,1,0
20120724,0,2,0
20120725,0,3,0
20120726,0,4,0
20120727,0,5,0
20120728,0,6,1
20120729,0,7,1
20120730,0,1,0
20120731,0,2,0
20120801,0,3,0
20120802,0,4,0
20120803,0,5,0
20120804,0,6,1
20120805,0,7,1
20120806,0,1,0
20120807,0,2,0
20120808,0,3,0
20120809,0,4,0
20120810,0,5,0
20120811,0,6,1
20120812,0,7,1
20120813,0,1,0
20120814,0,2,0
20120815,0,3,0
20120816,0,4,0
20120817,0,5,0
20120818,0,6,1
20120819,0,7,1
20120820,0,1,0
20120821,0,2,0
20120822,0,3,0
20120823,0,4,0
20120824,0,5,0
20120825,0,6,1
20120826,0,7,1
20120827,0,1,0
20120828,0,2,0
20120829,0,3,0
20120830,0,4,0
20120831,0,5,0
20120901,0,6,1
20120902,0,7,1
20120903,0,1,0
20120904,0,2,0
20120905,0,3,0
20120906,0,4,0
20120907,0,5,0
20120908,0,6,1
20120909,0,7,1
20120910,0,1,0
20120911,0,2,0
20120912,0,3,0
20120913,0,4,0
20120914,0,5,0
20120915,0,6,1
20120916,0,7,1
20120917,0,1,0
20120918,0,2,0
20120919,0,3,0
20120920,0,4,0
20120921,0,5,0
20120922,0,6,1
20120923,0,7,1
20120924,0,1,0
20120925,0,2,0
20120926,0,3,0
20120927,0,4,0
20120928,0,5,0
20120929,0,6,0
20120930,1,7,1
20121001,1,1,0
20121002,1,2,0
20121003,1,3,0
20121004,1,4,0
20121005,1,5,0
20121006,1,6,1
20121007,1,7,1
20121008,0,1,0
20121009,0,2,0
20121010,0,3,0
20121011,0,4,0
20121012,0,5,0
20121013,0,6,1
20121014,0,7,1
20121015,0,1,0
20121016,0,2,0
20121017,0,3,0
20121018,0,4,0
20121019,0,5,0
20121020,0,6,1
20121021,0,7,1
20121022,0,1,0
20121023,0,2,0
20121024,0,3,0
20121025,0,4,0
20121026,0,5,0
20121027,0,6,1
20121028,0,7,1
20121029,0,1,0
20121030,0,2,0
20121031,0,3,0
20121101,0,4,0
20121102,0,5,0
20121103,0,6,1
20121104,0,7,1
20121105,0,1,0
20121106,0,2,0
20121107,0,3,0
20121108,0,4,0
20121109,0,5,0
20121110,0,6,1
20121111,0,7,1
20121112,0,1,0
20121113,0,2,0
20121114,0,3,0
20121115,0,4,0
20121116,0,5,0
20121117,0,6,1
20121118,0,7,1
20121119,0,1,0
20121120,0,2,0
20121121,0,3,0
20121122,0,4,0
20121123,0,5,0
20121124,0,6,1
20121125,0,7,1
20121126,0,1,0
20121127,0,2,0
20121128,0,3,0
20121129,0,4,0
20121130,0,5,0
20121201,0,6,1
20121202,0,7,1
20121203,0,1,0
20121204,0,2,0
20121205,0,3,0
20121206,0,4,0
20121207,0,5,0
20121208,0,6,1
20121209,0,7,1
20121210,0,1,0
20121211,0,2,0
20121212,0,3,0
20121213,0,4,0
20121214,0,5,0
20121215,0,6,1
20121216,0,7,1
20121217,0,1,0
20121218,0,2,0
20121219,0,3,0
20121220,0,4,0
20121221,0,5,0
20121222,0,6,1
20121223,0,7,1
20121224,0,1,0
20121225,0,2,0
20121226,0,3,0
20121227,0,4,0
20121228,0,5,0
20121229,0,6,1
20121230,0,7,1
20121231,0,1,0
20130101,1,2,0
20130102,1,3,0
20130103,1,4,0
20130104,0,5,0
20130105,0,6,0
20130106,0,7,0
20130107,0,1,0
20130108,0,2,0
20130109,0,3,0
20130110,0,4,0
20130111,0,5,0
20130112,0,6,1
20130113,0,7,1
20130114,0,1,0
20130115,0,2,0
20130116,0,3,0
20130117,0,4,0
20130118,0,5,0
20130119,0,6,1
20130120,0,7,1
20130121,0,1,0
20130122,0,2,0
20130123,0,3,0
20130124,0,4,0
20130125,0,5,0
20130126,0,6,1
20130127,0,7,1
20130128,0,1,0
20130129,0,2,0
20130130,0,3,0
20130131,0,4,0
20130201,0,5,0
20130202,0,6,1
20130203,0,7,1
20130204,0,1,0
20130205,0,2,0
20130206,0,3,0
20130207,0,4,0
20130208,0,5,0
20130209,1,6,1
20130210,1,7,1
20130211,1,1,0
20130212,1,2,0
20130213,1,3,0
20130214,1,4,0
20130215,1,5,0
20130216,0,6,0
20130217,0,7,0
20130218,0,1,0
20130219,0,2,0
20130220,0,3,0
20130221,0,4,0
20130222,0,5,0
20130223,0,6,1
20130224,0,7,1
20130225,0,1,0
20130226,0,2,0
20130227,0,3,0
20130228,0,4,0
20130301,0,5,0
20130302,0,6,1
20130303,0,7,1
20130304,0,1,0
20130305,0,2,0
20130306,0,3,0
20130307,0,4,0
20130308,0,5,0
20130309,0,6,1
20130310,0,7,1
20130311,0,1,0
20130312,0,2,0
20130313,0,3,0
20130314,0,4,0
20130315,0,5,0
20130316,0,6,1
20130317,0,7,1
20130318,0,1,0
20130319,0,2,0
20130320,0,3,0
20130321,0,4,0
20130322,0,5,0
20130323,0,6,1
20130324,0,7,1
20130325,0,1,0
20130326,0,2,0
20130327,0,3,0
20130328,0,4,0
20130329,0,5,0
20130330,0,6,1
20130331,0,7,1
20130401,0,1,0
20130402,0,2,0
20130403,0,3,0
20130404,1,4,0
20130405,1,5,0
20130406,1,6,1
20130407,0,7,0
20130408,0,1,0
20130409,0,2,0
20130410,0,3,0
20130411,0,4,0
20130412,0,5,0
20130413,0,6,1
20130414,0,7,1
20130415,0,1,0
20130416,0,2,0
20130417,0,3,0
20130418,0,4,0
20130419,0,5,0
20130420,0,6,1
20130421,0,7,1
20130422,0,1,0
20130423,0,2,0
20130424,0,3,0
20130425,0,4,0
20130426,0,5,0
20130427,0,6,0
20130428,0,7,0
20130429,1,1,0
20130430,1,2,0
20130501,1,3,0
20130502,0,4,0
20130503,0,5,0
20130504,0,6,1
20130505,0,7,1
20130506,0,1,0
20130507,0,2,0
20130508,0,3,0
20130509,0,4,0
20130510,0,5,0
20130511,0,6,1
20130512,0,7,1
20130513,0,1,0
20130514,0,2,0
20130515,0,3,0
20130516,0,4,0
20130517,0,5,0
20130518,0,6,1
20130519,0,7,1
20130520,0,1,0
20130521,0,2,0
20130522,0,3,0
20130523,0,4,0
20130524,0,5,0
20130525,0,6,1
20130526,0,7,1
20130527,0,1,0
20130528,0,2,0
20130529,0,3,0
20130530,0,4,0
20130531,0,5,0
20130601,0,6,1
20130602,0,7,1
20130603,0,1,0
20130604,0,2,0
20130605,0,3,0
20130606,0,4,0
20130607,0,5,0
20130608,0,6,0
20130609,0,7,0
20130610,1,1,0
20130611,1,2,0
20130612,1,3,0
20130613,0,4,0
20130614,0,5,0
20130615,0,6,1
20130616,0,7,1
20130617,0,1,0
20130618,0,2,0
20130619,0,3,0
20130620,0,4,0
20130621,0,5,0
20130622,0,6,1
20130623,0,7,1
20130624,0,1,0
20130625,0,2,0
20130626,0,3,0
20130627,0,4,0
20130628,0,5,0
20130629,0,6,1
20130630,0,7,1
20130701,0,1,0
20130702,0,2,0
20130703,0,3,0
20130704,0,4,0
20130705,0,5,0
20130706,0,6,1
20130707,0,7,1
20130708,0,1,0
20130709,0,2,0
20130710,0,3,0
20130711,0,4,0
20130712,0,5,0
20130713,0,6,1
20130714,0,7,1
20130715,0,1,0
20130716,0,2,0
20130717,0,3,0
20130718,0,4,0
20130719,0,5,0
20130720,0,6,1
20130721,0,7,1
20130722,0,1,0
20130723,0,2,0
20130724,0,3,0
20130725,0,4,0
20130726,0,5,0
20130727,0,6,1
20130728,0,7,1
20130729,0,1,0
20130730,0,2,0
20130731,0,3,0
20130801,0,4,0
20130802,0,5,0
20130803,0,6,1
20130804,0,7,1
20130805,0,1,0
20130806,0,2,0
20130807,0,3,0
20130808,0,4,0
20130809,0,5,0
20130810,0,6,1
20130811,0,7,1
20130812,0,1,0
20130813,0,2,0
20130814,0,3,0
20130815,0,4,0
20130816,0,5,0
20130817,0,6,1
20130818,0,7,1
20130819,0,1,0
20130820,0,2,0
20130821,0,3,0
20130822,0,4,0
20130823,0,5,0
20130824,0,6,1
20130825,0,7,1
20130826,0,1,0
20130827,0,2,0
20130828,0,3,0
20130829,0,4,0
20130830,0,5,0
20130831,0,6,1
20130901,0,7,1
20130902,0,1,0
20130903,0,2,0
20130904,0,3,0
20130905,0,4,0
20130906,0,5,0
20130907,0,6,1
20130908,0,7,1
20130909,0,1,0
20130910,0,2,0
20130911,0,3,0
20130912,0,4,0
20130913,0,5,0
20130914,0,6,1
20130915,0,7,1
20130916,0,1,0
20130917,0,2,0
20130918,0,3,0
20130919,1,4,0
20130920,1,5,0
20130921,1,6,1
20130922,0,7,0
20130923,0,1,0
20130924,0,2,0
20130925,0,3,0
20130926,0,4,0
20130927,0,5,0
20130928,0,6,1
20130929,0,7,0
20130930,0,1,0
20131001,1,2,0
20131002,1,3,0
20131003,1,4,0
20131004,1,5,0
20131005,1,6,1
20131006,1,7,1
20131007,1,1,0
20131008,0,2,0
20131009,0,3,0
20131010,0,4,0
20131011,0,5,0
20131012,0,6,0
20131013,0,7,1
20131014,0,1,0
20131015,0,2,0
20131016,0,3,0
20131017,0,4,0
20131018,0,5,0
20131019,0,6,1
20131020,0,7,1
20131021,0,1,0
20131022,0,2,0
20131023,0,3,0
20131024,0,4,0
20131025,0,5,0
20131026,0,6,1
20131027,0,7,1
20131028,0,1,0
20131029,0,2,0
20131030,0,3,0
20131031,0,4,0
20131101,0,5,0
20131102,0,6,1
20131103,0,7,1
20131104,0,1,0
20131105,0,2,0
20131106,0,3,0
20131107,0,4,0
20131108,0,5,0
20131109,0,6,1
20131110,0,7,1
20131111,0,1,0
20131112,0,2,0
20131113,0,3,0
20131114,0,4,0
20131115,0,5,0
20131116,0,6,1
20131117,0,7,1
20131118,0,1,0
20131119,0,2,0
20131120,0,3,0
20131121,0,4,0
20131122,0,5,0
20131123,0,6,1
20131124,0,7,1
20131125,0,1,0
20131126,0,2,0
20131127,0,3,0
20131128,0,4,0
20131129,0,5,0
20131130,0,6,1
20131201,0,7,1
20131202,0,1,0
20131203,0,2,0
20131204,0,3,0
20131205,0,4,0
20131206,0,5,0
20131207,0,6,1
20131208,0,7,1
20131209,0,1,0
20131210,0,2,0
20131211,0,3,0
20131212,0,4,0
20131213,0,5,0
20131214,0,6,1
20131215,0,7,1
20131216,0,1,0
20131217,0,2,0
20131218,0,3,0
20131219,0,4,0
20131220,0,5,0
20131221,0,6,1
20131222,0,7,1
20131223,0,1,0
20131224,0,2,0
20131225,0,3,0
20131226,0,4,0
20131227,0,5,0
20131228,0,6,1
20131229,0,7,1
20131230,0,1,0
20131231,0,2,0
20140101,1,3,0
20140102,0,4,0
20140103,0,5,0
20140104,0,6,1
20140105,0,7,1
20140106,0,1,0
20140107,0,2,0
20140108,0,3,0
20140109,0,4,0
20140110,0,5,0
20140111,0,6,1
20140112,0,7,1
20140113,0,1,0
20140114,0,2,0
20140115,0,3,0
20140116,0,4,0
20140117,0,5,0
20140118,0,6,1
20140119,0,7,1
20140120,0,1,0
20140121,0,2,0
20140122,0,3,0
20140123,0,4,0
20140124,0,5,0
20140125,0,6,1
20140126,0,7,0
20140127,0,1,0
20140128,0,2,0
20140129,0,3,0
20140130,0,4,0
20140131,1,5,0
20140201,1,6,1
20140202,1,7,1
20140203,1,1,0
20140204,1,2,0
20140205,1,3,0
20140206,1,4,0
20140207,0,5,0
20140208,0,6,0
20140209,0,7,1
20140210,0,1,0
20140211,0,2,0
20140212,0,3,0
20140213,0,4,0
20140214,0,5,0
20140215,0,6,1
20140216,0,7,1
20140217,0,1,0
20140218,0,2,0
20140219,0,3,0
20140220,0,4,0
20140221,0,5,0
20140222,0,6,1
20140223,0,7,1
20140224,0,1,0
20140225,0,2,0
20140226,0,3,0
20140227,0,4,0
20140228,0,5,0
20140301,0,6,1
20140302,0,7,1
20140303,0,1,0
20140304,0,2,0
20140305,0,3,0
20140306,0,4,0
20140307,0,5,0
20140308,0,6,1
20140309,0,7,1
20140310,0,1,0
20140311,0,2,0
20140312,0,3,0
20140313,0,4,0
20140314,0,5,0
20140315,0,6,1
20140316,0,7,1
20140317,0,1,0
20140318,0,2,0
20140319,0,3,0
20140320,0,4,0
20140321,0,5,0
20140322,0,6,1
20140323,0,7,1
20140324,0,1,0
20140325,0,2,0
20140326,0,3,0
20140327,0,4,0
20140328,0,5,0
20140329,0,6,1
20140330,0,7,1
20140331,0,1,0
20140401,0,2,0
20140402,0,3,0
20140403,0,4,0
20140404,0,5,0
20140405,1,6,1
20140406,1,7,1
20140407,1,1,0
20140408,0,2,0
20140409,0,3,0
20140410,0,4,0
20140411,0,5,0
20140412,0,6,1
20140413,0,7,1
20140414,0,1,0
20140415,0,2,0
20140416,0,3,0
20140417,0,4,0
20140418,0,5,0
20140419,0,6,1
20140420,0,7,1
20140421,0,1,0
20140422,0,2,0
20140423,0,3,0
20140424,0,4,0
20140425,0,5,0
20140426,0,6,1
20140427,0,7,1
20140428,0,1,0
20140429,0,2,0
20140430,0,3,0
20140501,1,4,0
