,日期,最高气温,最低气温,天气,风向,风力
1596,2015-05-28,25,21,阴~小雨,东南风,小于3级
1597,2015-05-29,24,20,小雨~中雨,东南风,小于3级
1598,2015-05-30,25,19,阴~多云,东南风,小于3级
1599,2015-05-31,27,20,多云~晴,东北风,小于3级
1600,2015-06-01,29,22,晴~阵雨,东北风,小于3级
1601,2015-06-02,25,21,暴雨~大雨,东南风,小于3级
1602,2015-06-03,25,20,阴~多云,东南风,小于3级
1603,2015-06-04,26,19,多云~小雨,东南风,小于3级
1604,2015-06-05,28,20,多云~晴,东南风,小于3级
1605,2015-06-06,30,22,晴~多云,东北风,小于3级
1606,2015-06-07,26,21,阵雨~大雨,东南风,小于3级
1607,2015-06-08,24,20,中雨~小雨,东南风,小于3级
1608,2015-06-09,25,21,阴~阵雨,东北风,小于3级
1609,2015-06-10,26,23,小雨~阴,东南风,小于3级
1610,2015-06-11,31,23,多云,东南风,小于3级
1611,2015-06-12,34,24,多云,东北风,小于3级
1612,2015-06-13,31,24,多云~阴,西南风,小于3级
1613,2015-06-14,30,23,阴~中雨,东南风,小于3级
1614,2015-06-15,27,22,小雨~中雨,东南风,小于3级
1615,2015-06-16,23,21,大雨~暴雨,东北风,小于3级
1616,2015-06-17,24,20,大雨~阴,东北风,小于3级
1617,2015-06-18,24,20,小雨~多云,东北风,小于3级
1618,2015-06-19,28,21,多云,东南风,小于3级
1619,2015-06-20,29,22,多云~阴,东南风,小于3级
1620,2015-06-21,27,21,小雨,东南风,小于3级
1621,2015-06-22,24,21,小雨~阴,东南风,小于3级
1622,2015-06-23,29,24,阴~阵雨,东北风,小于3级
1623,2015-06-24,31,25,中雨~小雨,东南风,小于3级
1624,2015-06-25,35,24,阵雨~中雨,东南风,小于3级
1625,2015-06-26,26,24,中雨~大雨,东南风,小于3级
1626,2015-06-27,24,22,大雨,东北风,小于3级
1627,2015-06-28,24,21,大雨~阵雨,东南风,小于3级
1628,2015-06-29,27,22,阵雨~阴,东南风,小于3级
1629,2015-06-30,33,22,雷雨~中雨,西北风,小于3级
1630,2015-07-01,25,19,小雨~阴,东南风,小于3级
1631,2015-07-02,29,22,多云,东南风,小于3级
1632,2015-07-03,30,22,多云~阴,东北风,小于3级
1633,2015-07-04,24,21,阵雨~阴,东南风,小于3级
1634,2015-07-05,24,20,阵雨,东南风,小于3级
1635,2015-07-06,22,19,中雨,东北风,小于3级
1636,2015-07-07,23,20,小雨,东南风,小于3级
1637,2015-07-08,26,22,小雨~阴,东南风,小于3级
1638,2015-07-09,28,23,阴,东北风,小于3级
1639,2015-07-10,29,24,阴~中雨,东北风,小于3级
1640,2015-07-11,25,24,暴雨~中雨,西北风,小于3级
1641,2015-07-12,27,24,小雨~多云,东南风,小于3级
1642,2015-07-13,33,25,多云,东南风,小于3级
1643,2015-07-14,34,24,多云,东南风,小于3级
1644,2015-07-15,32,24,多云,东北风,小于3级
1645,2015-07-16,30,24,多云~阴,东北风,小于3级
1646,2015-07-17,28,24,阴~小雨,东北风,小于3级
1647,2015-07-18,28,24,阵雨,东北风,小于3级
1648,2015-07-19,31,25,多云~阴,东南风,小于3级
1649,2015-07-20,31,26,多云,东南风,小于3级
1650,2015-07-21,31,26,多云~阴,西南风,小于3级
1651,2015-07-22,30,26,阵雨,东南风,小于3级
1652,2015-07-23,31,26,小雨~阴,东南风,小于3级
1653,2015-07-24,33,27,中雨~阴,东南风,小于3级
1654,2015-07-25,34,27,阵雨~多云,东南风,小于3级
1655,2015-07-26,35,27,雷阵雨~多云,东南风,小于3级
1656,2015-07-27,36,28,雷阵雨~多云,东北风,小于3级
1657,2015-07-28,38,30,晴,东南风,小于3级
1658,2015-07-29,38,30,晴,东南风,小于3级
1659,2015-07-30,37,29,多云~晴,东南风,小于3级
1660,2015-07-31,37,29,晴,西北风,小于3级
1661,2015-08-01,38,29,晴,东北风,小于3级
1662,2015-08-02,38,29,晴,东北风,小于3级
1663,2015-08-03,38,28,晴,东南风,小于3级
1664,2015-08-04,38,28,晴,东南风,小于3级
1665,2015-08-05,37,27,晴~多云,东北风,小于3级
1666,2015-08-06,36,27,晴~多云,西北风,小于3级
1667,2015-08-07,34,28,阵雨,东北风,小于3级
1668,2015-08-08,32,27,阵雨,东北风,小于3级
1669,2015-08-09,31,28,中雨~阵雨,东北风,小于3级
1670,2015-08-10,30,27,中雨,西北风,小于3级
1671,2015-08-11,29,24,阵雨,西北风,小于3级
1672,2015-08-12,30,25,多云,西北风,小于3级
1673,2015-08-13,32,25,多云,东南风,小于3级
1674,2015-08-14,32,25,多云~小雨,东南风,小于3级
1675,2015-08-15,31,26,阴~阵雨,东北风,小于3级
1676,2015-08-16,29,25,阵雨~多云,东北风,小于3级
1677,2015-08-17,31,25,多云,东南风,小于3级
1678,2015-08-18,31,25,多云,东南风,小于3级
1679,2015-08-19,33,26,多云,西北风,小于3级
1680,2015-08-20,32,25,小雨,东南风,小于3级
1681,2015-08-21,29,24,阵雨~中雨,东北风,小于3级
1682,2015-08-22,25,22,中雨,东北风,小于3级
1683,2015-08-23,26,23,大雨~中雨,东南风,小于3级
1684,2015-08-24,26,23,暴雨~小雨,西北风,小于3级
1685,2015-08-25,29,23,多云,东南风,小于3级
1686,2015-08-26,29,24,多云,东南风,小于3级
1687,2015-08-27,31,24,雷阵雨,东南风,小于3级
1688,2015-08-28,31,24,多云,东南风,小于3级
1689,2015-08-29,30,23,多云,东北风,小于3级
1690,2015-08-30,30,23,多云,东南风,小于3级
1691,2015-08-31,30,24,多云,东北风,小于3级
1692,2015-09-01,31,24,阵雨,东南风,小于3级
1693,2015-09-02,30,24,多云,东南风,小于3级
1694,2015-09-03,31,24,多云,西北风,小于3级
1695,2015-09-04,31,24,多云~大雨,东南风,小于3级
1696,2015-09-05,28,24,中雨~阴,东北风,小于3级
1697,2015-09-06,29,23,多云~阵雨,东南风,小于3级
1698,2015-09-07,29,23,阴~多云,东北风,小于3级
1699,2015-09-08,29,22,多云,东北风,小于3级
1700,2015-09-09,29,22,晴~多云,东南风,小于3级
1701,2015-09-10,29,22,晴,东南风,小于3级
1702,2015-09-11,30,22,多云~小雨,东南风,小于3级
1703,2015-09-12,25,20,小雨~多云,东南风,小于3级
1704,2015-09-13,26,21,多云~阴,东北风,小于3级
1705,2015-09-14,27,22,多云~阵雨,东南风,小于3级
1706,2015-09-15,23,20,阵雨,东南风,小于3级
1707,2015-09-16,26,20,小雨~多云,东南风,小于3级
1708,2015-09-17,28,21,多云,东南风,小于3级
1709,2015-09-18,27,21,多云,东北风,小于3级
1710,2015-09-19,28,21,多云,东北风,小于3级
1711,2015-09-20,27,21,阴~多云,东南风,小于3级
1712,2015-09-21,29,22,多云,东南风,小于3级
1713,2015-09-22,28,22,小雨~中雨,东北风,小于3级
1714,2015-09-23,25,21,小雨~多云,西北风,小于3级
1715,2015-09-24,27,22,多云~小雨,东风,小于3级
1716,2015-09-25,27,22,阴~多云,东风,小于3级
1717,2015-09-26,29,21,多云,东南风,小于3级
1718,2015-09-27,28,22,晴~多云,东北风,小于3级
1719,2015-09-28,28,23,小雨~中雨,东北风,小于3级
1720,2015-09-29,24,22,中雨~小雨,东北风,小于3级
1721,2015-09-30,29,24,阵雨~中雨,西南风,小于3级
1722,2015-10-01,25,17,小雨~多云,东南风,小于3级
1723,2015-10-02,25,18,晴,东南风,小于3级
1724,2015-10-03,27,20,晴~多云,东北风,小于3级
1725,2015-10-04,25,20,阵雨~中雨,东南风,小于3级
1726,2015-10-05,21,18,小雨,东北风,小于3级
1727,2015-10-06,24,20,阴,东南风,小于3级
1728,2015-10-07,24,20,小雨,东北风,小于3级
1729,2015-10-08,22,18,小雨,东北风,小于3级
1730,2015-10-09,24,17,阴~多云,东南风,小于3级
1731,2015-10-10,24,13,多云~晴,西北风,小于3级
1732,2015-10-11,21,13,晴,东南风,小于3级
1733,2015-10-12,23,15,晴,东南风,小于3级
1734,2015-10-13,24,16,晴,东南风,小于3级
1735,2015-10-14,24,17,多云~晴,东南风,小于3级
1736,2015-10-15,26,18,晴,东南风,小于3级
1737,2015-10-16,26,18,晴,东南风,小于3级
1738,2015-10-17,25,18,晴~多云,东北风,小于3级
1739,2015-10-18,24,18,多云,东北风,小于3级
1740,2015-10-19,25,18,多云,东北风,小于3级
1741,2015-10-20,24,19,多云,东南风,小于3级
1742,2015-10-21,26,19,晴~多云,东南风,小于3级
1743,2015-10-22,26,20,晴~多云,东南风,小于3级
1744,2015-10-23,26,20,多云,东北风,小于3级
1745,2015-10-24,25,19,多云,东北风,小于3级
1746,2015-10-25,24,18,多云,东南风,小于3级
1747,2015-10-26,25,17,多云~阵雨,东南风,小于3级
1748,2015-10-27,20,14,多云~晴,东南风,小于3级
1749,2015-10-28,21,15,多云~小雨,东南风,小于3级
1750,2015-10-29,17,15,小雨,东南风,小于3级
1751,2015-10-30,19,15,阴,西北风,小于3级
1752,2015-10-31,18,13,阴~小雨,西南风,小于3级
1753,2015-11-01,15,11,小雨~多云,东南风,小于3级
1754,2015-11-02,18,12,晴~多云,东南风,小于3级
1755,2015-11-03,20,12,多云,西北风,小于3级
1756,2015-11-04,21,17,小雨,东南风,小于3级
1757,2015-11-05,24,19,多云~小雨,东北风,小于3级
1758,2015-11-06,24,19,小雨,东北风,小于3级
1759,2015-11-07,24,17,雷阵雨~阵雨,东南风,小于3级
1760,2015-11-08,16,13,小雨,东南风,小于3级
1761,2015-11-09,15,12,阴~多云,西北风,小于3级
1762,2015-11-10,16,11,多云~阴,东南风,小于3级
1763,2015-11-11,17,13,阴,东南风,小于3级
1764,2015-11-12,18,15,小雨,东南风,小于3级
1765,2015-11-13,17,14,阴,西南风,小于3级
1766,2015-11-14,17,12,阴~多云,东南风,小于3级
1767,2015-11-15,19,13,多云~阵雨,东南风,小于3级
1768,2015-11-16,21,16,小雨,东南风,小于3级
1769,2015-11-17,17,14,小雨,东北风,小于3级
1770,2015-11-18,17,14,小雨,东北风,小于3级
1771,2015-11-19,16,13,小雨,东北风,小于3级
1772,2015-11-20,17,14,小雨,东南风,小于3级
1773,2015-11-21,18,15,阵雨,东北风,小于3级
1774,2015-11-22,19,16,阵雨,东南风,小于3级
1775,2015-11-23,18,14,小雨,东南风,小于3级
1776,2015-11-24,15,7,小雨,西北风,小于3级
1777,2015-11-25,10,3,多云~晴,西北风,小于3级
1778,2015-11-26,5,0,多云~晴,西北风,小于3级
1779,2015-11-27,6,0,晴~多云,东南风,小于3级
1780,2015-11-28,12,7,阴~小雨,东南风,小于3级
1781,2015-11-29,14,8,小雨~多云,东南风,小于3级
1782,2015-11-30,15,9,多云,东北风,小于3级
1783,2015-12-01,18,11,多云~小雨,东风,小于3级
1784,2015-12-02,14,6,小雨~多云,西北风,小于3级
1785,2015-12-03,12,3,晴,西南风,小于3级
1786,2015-12-04,10,4,多云~阴,东南风,小于3级
1787,2015-12-05,9,3,小雨,西北风,小于3级
1788,2015-12-06,9,5,阴~多云,东南风,小于3级
1789,2015-12-07,13,5,多云~晴,东南风,小于3级
1790,2015-12-08,14,8,多云~阴,东北风,小于3级
1791,2015-12-09,15,12,小雨~中雨,东南风,小于3级
1792,2015-12-10,13,11,小雨,西北风,小于3级
1793,2015-12-11,12,6,阴,东南风,小于3级
1794,2015-12-12,11,6,晴~多云,东北风,小于3级
1795,2015-12-13,12,7,小雨,东南风,小于3级
1796,2015-12-14,10,6,多云,东南风,小于3级
1797,2015-12-15,10,3,多云,东南风,小于3级
1798,2015-12-16,7,0,多云,西北风,小于3级
1799,2015-12-17,5,1,多云,东北风,小于3级
1800,2015-12-18,8,1,晴~多云,东北风,小于3级
1801,2015-12-19,11,6,多云~阴,东南风,小于3级
1802,2015-12-20,12,7,小雨,东南风,小于3级
1803,2015-12-21,11,6,多云~阴,东南风,小于3级
1804,2015-12-22,14,9,阴~小雨,东南风,小于3级
1805,2015-12-23,11,8,阴~小雨,西南风,小于3级
1806,2015-12-24,12,7,小雨~阴,东南风,小于3级
1807,2015-12-25,11,5,多云,东南风,小于3级
1808,2015-12-26,13,5,晴~多云,东南风,小于3级
1809,2015-12-27,12,5,阴~多云,东北风,小于3级
1810,2015-12-28,8,4,多云~晴,东南风,小于3级
1811,2015-12-29,9,4,多云,东南风,小于3级
1812,2015-12-30,12,4,多云,东南风,小于3级
1813,2015-12-31,10,3,晴,东北风,小于3级
1814,2016-01-01,12,4,晴~多云,东南风,小于3级
1815,2016-01-02,16,9,多云~小雨,东南风,小于3级
1816,2016-01-03,15,10,小雨,东南风,小于3级
1817,2016-01-04,15,9,小雨~中雨,东北风,小于3级
1818,2016-01-05,10,7,小雨,东北风,小于3级
1819,2016-01-06,9,5,小雨~多云,西北风,小于3级
1820,2016-01-07,10,4,阴~多云,西北风,小于3级
1821,2016-01-08,8,2,多云,东北风,小于3级
1822,2016-01-09,9,3,多云~阴,西北风,小于3级
1823,2016-01-10,10,7,小雨~中雨,东北风,小于3级
1824,2016-01-11,8,4,小雨,西南风,小于3级
1825,2016-01-12,6,1,阴~多云,西北风,小于3级
1826,2016-01-13,6,0,多云,东南风,小于3级
1827,2016-01-14,6,1,多云,东南风,小于3级
1828,2016-01-15,10,3,晴~多云,东南风,小于3级
1829,2016-01-16,10,4,多云~小雨,东北风,小于3级
1830,2016-01-17,8,3,小雨~多云,西北风,小于3级
1831,2016-01-18,6,-2,多云~晴,西南风,小于3级
1832,2016-01-19,4,-1,晴~多云,西北风,小于3级
1833,2016-01-20,5,1,阴~雨夹雪,东北风,小于3级
1834,2016-01-21,4,2,雨夹雪~小雨,东南风,小于3级
1835,2016-01-22,5,0,雨夹雪~小雪,西北风,小于3级
1836,2016-01-23,-1,-7,小雪~晴,东南风,小于3级
1837,2016-01-24,-4,-7,晴,东南风,小于3级
1838,2016-01-25,2,-5,晴,东南风,小于3级
1839,2016-01-26,6,-2,晴~阴,东南风,小于3级
1840,2016-01-27,7,4,小雨~中雨,东北风,小于3级
1841,2016-01-28,10,6,小雨,东北风,小于3级
1842,2016-01-29,7,4,小雨,东南风,小于3级
1843,2016-01-30,7,3,小雨~阴,西北风,小于3级
1844,2016-01-31,5,1,雨夹雪,西北风,小于3级
1845,2016-02-01,3,-1,阴~多云,东南风,小于3级
1846,2016-02-02,5,0,晴~多云,东南风,小于3级
1847,2016-02-03,7,1,晴~多云,东北风,小于3级
1848,2016-02-04,6,1,阴~多云,西北风,小于3级
1849,2016-02-05,8,1,晴~多云,东南风,小于3级
1850,2016-02-06,6,-1,多云~晴,西北风,小于3级
1851,2016-02-07,9,1,晴~多云,东南风,小于3级
1852,2016-02-08,13,2,晴,东南风,小于3级
1853,2016-02-09,17,6,晴,东北风,小于3级
1854,2016-02-10,18,11,多云~阴,东南风,小于3级
1855,2016-02-11,18,14,阵雨~阴,东南风,小于3级
1856,2016-02-12,20,14,多云~小雨,东南风,小于3级
1857,2016-02-13,17,3,阵雨~阴,西北风,小于3级
1858,2016-02-14,5,-1,雨夹雪~多云,西北风,小于3级
1859,2016-02-15,5,-1,晴,西北风,小于3级
1860,2016-02-16,10,2,晴~多云,东南风,小于3级
1861,2016-02-17,12,4,晴~多云,东南风,小于3级
1862,2016-02-18,15,6,晴~多云,东南风,小于3级
1863,2016-02-19,12,5,阴~多云,西北风,小于3级
1864,2016-02-20,11,3,晴,东南风,小于3级
1865,2016-02-21,11,5,多云~小雨,东南风,小于3级
1866,2016-02-22,8,5,中雨~小雨,东北风,小于3级
1867,2016-02-23,9,3,阴~多云,西南风,小于3级
1868,2016-02-24,9,2,晴,东南风,小于3级
1869,2016-02-25,11,4,晴~多云,东北风,小于3级
1870,2016-02-26,15,7,多云,东南风,小于3级
1871,2016-02-27,18,8,晴~多云,东南风,小于3级
1872,2016-02-28,20,5,多云,西南风,小于3级
1873,2016-02-29,11,2,晴,东北风,小于3级
1874,2016-03-01,11,3,晴~多云,西北风,小于3级
1875,2016-03-02,16,7,多云,东北风,小于3级
1876,2016-03-03,21,12,多云,东南风,小于3级
1877,2016-03-04,23,15,多云~阴,东南风,小于3级
1878,2016-03-05,23,10,阵雨,东南风,小于3级
1879,2016-03-06,16,9,多云,东北风,小于3级
1880,2016-03-07,19,10,多云~小雨,东风,小于3级
1881,2016-03-08,12,5,中雨,东北风,小于3级
1882,2016-03-09,8,4,阴,西北风,小于3级
1883,2016-03-10,7,1,阴~多云,西北风,小于3级
1884,2016-03-11,10,3,晴~多云,东南风,小于3级
1885,2016-03-12,13,6,多云~小雨,东北风,小于3级
1886,2016-03-13,10,5,小雨~多云,西南风,小于3级
1887,2016-03-14,13,5,晴~多云,东南风,小于3级
1888,2016-03-15,13,7,多云~阴,东南风,小于3级
1889,2016-03-16,18,10,多云,东南风,小于3级
1890,2016-03-17,18,12,阴~小雨,东北风,小于3级
1891,2016-03-18,19,12,小雨,东北风,小于3级
1892,2016-03-19,17,9,阴~多云,东北风,小于3级
1893,2016-03-20,18,9,多云,东北风,小于3级
1894,2016-03-21,15,10,多云~阴,东北风,小于3级
1895,2016-03-22,16,10,小雨,东风,小于3级
1896,2016-03-23,12,7,阴,东南风,小于3级
1897,2016-03-24,11,6,多云,东南风,小于3级
1898,2016-03-25,13,5,多云,东南风,小于3级
1899,2016-03-26,15,8,多云,东南风,小于3级
1900,2016-03-27,17,9,多云~晴,东南风,小于3级
1901,2016-03-28,20,11,晴~多云,东南风,小于3级
1902,2016-03-29,22,14,多云~阴,东南风,小于3级
1903,2016-03-30,20,12,小雨,西北风,小于3级
1904,2016-03-31,16,11,小雨~多云,东南风,小于3级
1905,2016-04-01,22,11,多云,东南风,小于3级
1906,2016-04-02,20,14,雷阵雨~大雨,东南风,小于3级
1907,2016-04-03,17,12,阵雨~阴,东北风,小于3级
1908,2016-04-04,18,11,多云,东南风,小于3级
1909,2016-04-05,18,13,阴~中雨,东北风,小于3级
1910,2016-04-06,18,13,中雨~大雨,东北风,小于3级
1911,2016-04-07,17,12,小雨~多云,东南风,小于3级
1912,2016-04-08,21,14,多云,东南风,小于3级
1913,2016-04-09,23,14,多云~阴,西南风,小于3级
1914,2016-04-10,22,14,多云,东南风,小于3级
1915,2016-04-11,21,14,多云~小雨,东南风,小于3级
1916,2016-04-12,18,15,小雨~阴,东南风,小于3级
1917,2016-04-13,25,15,多云,东北风,小于3级
1918,2016-04-14,26,15,多云,东北风,小于3级
1919,2016-04-15,22,16,多云~小雨,东北风,小于3级
1920,2016-04-16,21,15,中雨~阴,西北风,小于3级
1921,2016-04-17,22,13,多云~小雨,东南风,小于3级
1922,2016-04-18,20,13,多云,东北风,小于3级
1923,2016-04-19,22,15,多云~阴,东北风,小于3级
1924,2016-04-20,20,16,中雨~大雨,东南风,小于3级
1925,2016-04-21,23,16,小雨~多云,东南风,小于3级
1926,2016-04-22,27,16,多云~中雨,东北风,小于3级
1927,2016-04-23,17,14,中雨~小雨,东北风,小于3级
1928,2016-04-24,19,14,阴,东南风,小于3级
1929,2016-04-25,18,14,小雨,东北风,小于3级
1930,2016-04-26,18,14,中雨,东北风,小于3级
1931,2016-04-27,16,13,阴,东南风,小于3级
1932,2016-04-28,22,14,多云,东南风,小于3级
1933,2016-04-29,26,16,晴,东南风,小于3级
1934,2016-04-30,28,17,晴,东北风,小于3级
1935,2016-05-01,28,19,多云~阵雨,东北风,小于3级
1936,2016-05-02,25,20,中雨~小雨,东南风,小于3级
1937,2016-05-03,26,17,晴,东南风,小于3级
1938,2016-05-04,29,20,晴~阴,东北风,小于3级
1939,2016-05-05,25,20,中雨,东南风,小于3级
1940,2016-05-06,28,18,多云,东北风,小于3级
1941,2016-05-07,22,16,阵雨~中雨,东南风,小于3级
1942,2016-05-08,20,16,小雨~阵雨,东北风,小于3级
1943,2016-05-09,21,16,小雨,西北风,小于3级
1944,2016-05-10,19,15,小雨~多云,东南风,小于3级
1945,2016-05-11,25,17,晴,东北风,小于3级
1946,2016-05-12,28,19,晴,东南风,小于3级
1947,2016-05-13,22,18,多云,东南风,小于3级
1948,2016-05-14,24,18,阴~多云,东北风,小于3级
1949,2016-05-15,26,15,中雨,西北风,小于3级
1950,2016-05-16,24,15,晴,东南风,小于3级
1951,2016-05-17,26,16,晴~多云,东南风,小于3级
1952,2016-05-18,26,17,多云,东南风,小于3级
1953,2016-05-19,25,19,多云~阴,东南风,小于3级
1954,2016-05-20,24,20,小雨~中雨,东南风,小于3级
1955,2016-05-21,21,18,中雨~小雨,东南风,小于3级
1956,2016-05-22,24,19,阴,东南风,小于3级
1957,2016-05-23,26,20,多云~小雨,东南风,小于3级
1958,2016-05-24,24,19,小雨~多云,东南风,小于3级
1959,2016-05-25,28,21,多云~小雨,西南风,小于3级
1960,2016-05-26,25,20,小雨~中雨,东南风,小于3级
1961,2016-05-27,22,19,中雨~小雨,东南风,小于3级
1962,2016-05-28,22,19,大雨~中雨,东南风,小于3级
1963,2016-05-29,23,19,小雨~阴,东南风,小于3级
1964,2016-05-30,26,20,阴,东南风,小于3级
1965,2016-05-31,27,20,阵雨~暴雨,东北风,小于3级
1966,2016-06-01,22,18,小雨~多云,东南风,小于3级
1967,2016-06-02,26,20,多云~小雨,东北风,小于3级
1968,2016-06-03,21,17,中雨~小雨,东南风,小于3级
1969,2016-06-04,25,19,阴~多云,西北风,小于3级
1970,2016-06-05,25,20,多云,西北风,小于3级
1971,2016-06-06,27,20,多云~雷阵雨,东南风,小于3级
1972,2016-06-07,26,21,小雨~雷阵雨,东北风,小于3级
1973,2016-06-08,26,21,小雨,东北风,小于3级
1974,2016-06-09,25,21,阴~多云,东南风,小于3级
1975,2016-06-10,27,22,多云~阴,东南风,小于3级
1976,2016-06-11,30,23,阵雨,东南风,小于3级
1977,2016-06-12,24,21,大雨~小雨,东南风,小于3级
1978,2016-06-13,28,21,多云,东南风,小于3级
1979,2016-06-14,31,23,晴~多云,东北风,小于3级
1980,2016-06-15,32,22,雷阵雨~阵雨,东南风,小于3级
1981,2016-06-16,26,21,小雨~多云,东南风,小于3级
1982,2016-06-17,31,23,晴~多云,东北风,小于3级
1983,2016-06-18,30,24,多云~雷阵雨,西北风,小于3级
1984,2016-06-19,32,25,阴~阵雨,东南风,小于3级
1985,2016-06-20,29,25,雷阵雨~阴,东南风,小于3级
1986,2016-06-21,32,25,多云,东南风,小于3级
1987,2016-06-22,30,25,大雨~阵雨,东南风,小于3级
1988,2016-06-23,34,26,雷阵雨~多云,东北风,小于3级
1989,2016-06-24,34,22,雷阵雨~中雨,东南风,小于3级
1990,2016-06-25,23,19,小雨~多云,东南风,小于3级
1991,2016-06-26,26,21,多云~小雨,东南风,小于3级
1992,2016-06-27,24,21,中雨,东南风,小于3级
1993,2016-06-28,25,22,大雨~暴雨,东南风,小于3级
1994,2016-06-29,26,23,阵雨,东南风,小于3级
1995,2016-06-30,34,26,多云~阵雨,东北风,小于3级
